0,68
0.2,67
0.4,19
0.6000000000000001,2
0.8,1
1.0,7
1.2,60
1.4,69
1.5999999999999999,31
1.7999999999999998,7
1.9999999999999998,57
2.1999999999999997,53
2.4,8
2.6,95
2.8000000000000003,12
3.0000000000000004,92
3.2000000000000006,51
3.400000000000001,40
3.600000000000001,72
3.800000000000001,41
4.000000000000001,20
4.200000000000001,79
4.400000000000001,84
4.600000000000001,43
4.800000000000002,75
5.000000000000002,20
5.200000000000002,95
5.400000000000002,92
5.600000000000002,45
5.8000000000000025,27
6.000000000000003,90
6.200000000000003,98
6.400000000000003,42
6.600000000000003,24
6.800000000000003,46
7.0000000000000036,84
7.200000000000004,49
7.400000000000004,88
7.600000000000004,34
7.800000000000004,63
8.000000000000004,96
8.200000000000003,78
8.400000000000002,58
8.600000000000001,74
8.8,19
9.0,93
9.2,8
9.399999999999999,72
9.599999999999998,42
9.799999999999997,2
9.999999999999996,54
